pred_norm,actual_norm,row_id,smiles,taxid,species_group,species_latin_name,endpoint,effect,fragment_count,has_metal,is_single_node,is_salt,conc_unit,fragment_bin,has_metal_group,is_single_group,pred_log10c,actual_log10c,residual_log10c,abs_error_log10c,pred_conc,actual_conc,fold_error
-2.5542798,-5.7814646,36337,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,42429,insects,culex nigripalpus,EC50,MOR,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-2.5542798,-5.7814646,3.2271848,3.2271848,0.002790745,1.6539997e-06,1687.2706
1.6486087,2.694605,61594,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,10090,rodents,mus musculus,NOEC,GRO,1.0,0.0,0.0,Not salt,mg/kg bw/d,1,No metal,Not single-node,1.6486087,2.694605,-1.0459964,1.0459964,44.52549,494.9999,11.117226
1.21855,0.39794,1156,CNC(=O)Oc1cc(C)c(SC)c(C)c1,10116,rodents,rattus norvegicus,NOEC,MPH,1.0,0.0,0.0,Not salt,mg/kg bw/d,1,No metal,Not single-node,1.21855,0.39794,0.8206099,0.8206099,16.54055,2.5,6.61622
1.1731175,-0.059483513,57630,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,10116,rodents,rattus norvegicus,NOEC,MPH,1.0,0.0,0.0,Not salt,mg/kg,1,No metal,Not single-node,1.1731175,-0.059483513,1.232601,1.232601,14.897641,0.87200004,17.08445
-0.6901656,0.607455,6960,CNC(=O)Oc1cccc2ccccc12,59899,fish,clarias batrachus,LOEC,GRO,1.0,0.0,0.0,Not salt,ppm,1,No metal,Not single-node,-0.6901656,0.607455,-1.2976205,1.2976205,0.20409596,4.0499997,19.843605
-0.8987748,0.7596679,69498,COP(=S)(OC)SCn1nnc2ccccc2c1=O,90988,fish,pimephales promelas,EC50,MOR,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-0.8987748,0.7596679,-1.6584427,1.6584427,0.1262482,5.7500005,45.545208
2.6518748,2.924796,66438,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,10116,rodents,rattus norvegicus,EC50,MOR,1.0,0.0,0.0,Not salt,mg/kg bw,1,No metal,Not single-node,2.6518748,2.924796,-0.27292132,0.27292132,448.61603,841.0002,1.8746548
-2.332635,-3.1372724,75306,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,294128,crustaceans,hyalella azteca,EC50,ITX,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-2.332635,-3.1372724,0.80463743,0.80463743,0.004649059,0.0007290002,6.3773084
2.4128165,2.7596679,73697,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,10116,rodents,Rattus norvegicus,EC50,MOR,1.0,0.0,0.0,Not salt,mg/kg,1,No metal,Not single-node,2.4128165,2.7596679,-0.34685135,0.34685135,258.71198,575.00006,2.222549
-4.5627403,-5.152242,58784,N#CN=C1SCCN1Cc1ccc(Cl)nc1,1774277,insects,pemphredon fabricii,NOEC,DVP,1.0,0.0,0.0,Not salt,kg/m2,1,No metal,Not single-node,-4.5627403,-5.152242,0.58950186,0.58950186,2.7369048e-05,7.043002e-06,3.8859918
2.6091468,2.346353,13390,N#CN,10116,rodents,Rattus norvegicus,EC50,MOR,1.0,0.0,0.0,Not salt,mg/kg bw,1,No metal,Not single-node,2.6091468,2.346353,0.26279378,0.26279378,406.58078,222.00005,1.8314446
1.2955161,0.30103,3168,CCOP(=S)(OCC)SCCSCC,10116,rodents,rattus norvegicus,NOEC,MPH,1.0,0.0,0.0,Not salt,mg/kg bw/d,1,No metal,Not single-node,1.2955161,0.30103,0.9944861,0.9944861,19.747683,2.0,9.873841
1.336332,2.2552724,57375,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,35525,crustaceans,daphnia magna,NOEC,MOR,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,1.336332,2.2552724,-0.9189404,0.9189404,21.693617,179.99995,8.297369
0.6908786,-0.25414664,71814,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,3078,algae,chlorella pyrenoidosa,EC50,GRO,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,0.6908786,-0.25414664,0.94502527,0.94502527,4.9077067,0.55699766,8.811001
0.14893419,-1.49485,4133,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,6395,algae,eisenia bicyclis,NOEC,REP,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,0.14893419,-1.49485,1.6437843,1.6437843,1.4090753,0.031999998,44.033604
2.2878704,2.9956353,75909,CN(C)C(=S)[S-].O.O.[Na+],10090,rodents,Mus musculus,EC50,MOR,4.0,1.0,0.0,Is salt,mg/kg,3+,Has metal,Not single-node,2.2878704,2.9956353,-0.70776486,0.70776486,194.03069,990.0002,5.102287
-3.9520738,-5.0812206,6925,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,4577,plants,zea mays,NOEC,GRO,1.0,0.0,0.0,Not salt,kg/m2,1,No metal,Not single-node,-3.9520738,-5.0812206,1.1291468,1.1291468,0.000111667345,8.2942925e-06,13.463155
2.392182,3.1760912,67891,CCCCCCCCC(=O)O,10116,rodents,rattus norvegicus,NOEC,MPH,1.0,0.0,0.0,Not salt,mg/kg bw,1,No metal,Not single-node,2.392182,3.1760912,-0.7839091,0.7839091,246.70737,1499.9998,6.0800767
-2.0394921,-3.09691,76161,O=C([O-])[O-].[Ca+2],7998,fish,ictalurus punctatus,NOEC,PHY,2.0,1.0,0.0,Is salt,kg/m2,2,Has metal,Not single-node,-2.0394921,-3.09691,1.0574179,1.0574179,0.00913078,0.00080000004,11.413474
1.9315242,3.4407518,3342,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12.Cl,10090,rodents,Mus musculus,EC50,MOR,2.0,0.0,0.0,Is salt,mg/kg,2,No metal,Not single-node,1.9315242,3.4407518,-1.5092276,1.5092276,85.41304,2759.0007,32.30187
-4.967339,-5.2514825,61917,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,1656701,insects,neurocolpus nubilus,LOEC,POP,1.0,0.0,0.0,Not salt,kg/m2,1,No metal,Not single-node,-4.967339,-5.2514825,0.28414345,0.28414345,1.0781047e-05,5.60425e-06,1.923727
-4.3334937,-4.3467875,7951,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,7064,insects,popillia japonica,NOEC,POP,1.0,0.0,0.0,Not salt,kg/m2,1,No metal,Not single-node,-4.3334937,-4.3467875,0.013293743,0.013293743,4.6398753e-05,4.5000004e-05,1.0310833
2.0872478,1.7363966,10876,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,294,unmapped,pseudomonas fluorescens,EC50,GRO,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,2.0872478,1.7363966,0.3508513,0.3508513,122.24972,54.500008,2.2431138
0.69467664,-0.64225566,25605,Cl[Zn]Cl,8022,fish,oncorhynchus mykiss,EC50,MOR,1.0,1.0,0.0,Not salt,mg/L,1,Has metal,Not single-node,0.69467664,-0.64225566,1.3369323,1.3369323,4.9508142,0.22790001,21.723623
-1.4715599,-2.69897,711,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,294128,crustaceans,hyalella azteca,EC10,ITX,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-1.4715599,-2.69897,1.2274102,1.2274102,0.033762928,0.0019999996,16.881468
0.2891642,1.0,78156,CCO,10116,rodents,rattus norvegicus,NOEC,GRO,1.0,0.0,0.0,Not salt,%,1,No metal,Not single-node,0.2891642,1.0,-0.7108358,0.7108358,1.9460957,10.0,5.1384935
-0.47398427,-1.8084054,36542,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3055,algae,chlamydomonas reinhardtii,EC50,PHY,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-0.47398427,-1.8084054,1.3344212,1.3344212,0.33574978,0.015545138,21.59838
2.2201307,1.7160033,66631,CCCCOC(=O)c1ccccc1C(=O)OCCCC,10116,rodents,Rattus norvegicus,LOEC,REP,1.0,0.0,0.0,Not salt,mg/kg bw/d,1,No metal,Not single-node,2.2201307,1.7160033,0.5041274,0.5041274,166.00864,51.999996,3.1924741
-0.029641744,-2.60206,2362,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,7955,fish,danio rerio,LOEC,REP,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-0.029641744,-2.60206,2.5724185,2.5724185,0.93402445,0.0024999995,373.60986
1.7101638,2.30103,68514,c1ccc2c(c1)ccc1ccccc12,4565,plants,triticum aestivum,LOEC,POP,1.0,0.0,0.0,Not salt,mg/kg bw,1,No metal,Not single-node,1.7101638,2.30103,-0.5908661,0.5908661,51.30549,199.99997,3.898218
1.9395424,0.5740313,29330,N#CN.[Ca+2],10116,rodents,Rattus norvegicus,NOEC,REP,2.0,1.0,0.0,Is salt,mg/kg bw/d,2,Has metal,Not single-node,1.9395424,0.5740313,1.3655112,1.3655112,87.00464,3.7500002,23.201235
1.9779134,1.819544,56759,C[n+]1ccc(-c2cc[n+](C)cc2)cc1.[Cl-].[Cl-],79684,rodents,microtus ochrogaster,EC50,BEH,3.0,0.0,0.0,Is salt,ppm,3+,No metal,Not single-node,1.9779134,1.819544,0.15836942,0.15836942,95.04153,66.0,1.4400232
0.62181914,-0.88706005,17973,O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].[K+].[K+],307507,algae,raphidocelis subcapitata,EC50,POP,3.0,1.0,0.0,Is salt,mg/L,3+,Has metal,Not single-node,0.62181914,-0.88706005,1.5088792,1.5088792,4.1861916,0.12969999,32.27596
0.760068,0.7637414,1685,CC(C)=O,35525,crustaceans,daphnia magna,NOEC,POP,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,0.760068,0.7637414,-0.0036733747,0.0036733747,5.7553005,5.804187,1.0084941
0.11764176,-1.8860567,32087,c1ccc2c(c1)-c1cccc3cccc-2c13,269057,fish,menidia beryllina,EC50,MOR,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,0.11764176,-1.8860567,2.0036983,2.0036983,1.311118,0.012999999,100.85524
-2.1920533,-1.0,43219,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,7460,insects,apis mellifera,NOEC,MOR,1.0,0.0,0.0,Not salt,mg/org,1,No metal,Not single-node,-2.1920533,-1.0,-1.1920533,1.1920533,0.006426088,0.1,15.561567
2.6141753,1.9777236,54163,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],10090,rodents,Mus musculus,EC50,MOR,2.0,1.0,0.0,Is salt,mg/kg,2,Has metal,Not single-node,2.6141753,1.9777236,0.6364517,0.6364517,411.31573,95.0,4.3296394
0.732397,-0.85387194,1805,Cl[Ni]Cl,294128,crustaceans,hyalella azteca,EC50,MOR,1.0,1.0,0.0,Not salt,mg/L,1,Has metal,Not single-node,0.732397,-0.85387194,1.5862689,1.5862689,5.4000406,0.14000002,38.571716
2.035243,1.7781513,29140,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],10116,rodents,rattus norvegicus,NOEC,GRO,2.0,1.0,0.0,Is salt,mg/kg bw/d,2,Has metal,Not single-node,2.035243,1.7781513,0.25709176,0.25709176,108.45337,60.000004,1.807556
2.6141753,1.9777236,54163,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],10090,rodents,Mus musculus,EC50,MOR,2.0,1.0,0.0,Is salt,mg/kg,2,Has metal,Not single-node,2.6141753,1.9777236,0.6364517,0.6364517,411.31573,95.0,4.3296394
3.3402522,3.60206,72379,CCOCCO,10116,rodents,Rattus norvegicus,EC50,MOR,1.0,0.0,0.0,Not salt,ppm,1,No metal,Not single-node,3.3402522,3.60206,-0.26180792,0.26180792,2189.0322,4000.0007,1.8272918
-2.3559396,0.0038911663,63309,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,7176,insects,culex quinquefasciatus,EC50,MOR,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-2.3559396,0.0038911663,-2.3598309,2.3598309,0.004406161,1.009,228.99751
0.057594873,0.7781513,26324,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,93621,fish,heteropneustes fossilis,LOEC,GRO,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,0.057594873,0.7781513,-0.7205564,0.7205564,1.1418127,6.0000005,5.2548027
2.0517092,2.0207756,9127,O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-].[K+].[K+],10090,rodents,Mus musculus,NOEC,REP,3.0,1.0,0.0,Is salt,mg/kg bw/d,3+,Has metal,Not single-node,2.0517092,2.0207756,0.030933619,0.030933619,112.64429,104.90002,1.0738252
-0.82653165,-0.25181198,8781,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,313441,fish,colisa fasciata,EC50,MOR,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-0.82653165,-0.25181198,-0.57471967,0.57471967,0.1490968,0.56,3.755949
0.012578772,0.98227125,4795,COC(=O)c1ccccc1C(=O)OC,35525,crustaceans,daphnia magna,NOEC,MOR,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,0.012578772,0.98227125,-0.96969247,0.96969247,1.0293872,9.6,9.325937
0.44875202,0.2552725,64361,CCc1cccc(CC)c1N(COC)C(=O)CCl,8022,fish,oncorhynchus mykiss,EC50,MOR,1.0,0.0,0.0,Not salt,ppm,1,No metal,Not single-node,0.44875202,0.2552725,0.19347951,0.19347951,2.8102958,1.8000001,1.5612754
-3.789495,-3.769551,59680,O=C(O)CNCP(=O)(O)O,277990,plants,amaranthus tuberculatus,LOEC,MOR,1.0,0.0,0.0,Not salt,kg/m2,1,No metal,Not single-node,-3.789495,-3.769551,-0.019943953,0.019943953,0.00016236972,0.00017000001,1.0469934
2.280661,1.7781513,32384,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,10116,rodents,rattus norvegicus,NOEC,REP,1.0,0.0,0.0,Not salt,mg/kg bw/d,1,No metal,Not single-node,2.280661,1.7781513,0.50250983,0.50250983,190.83636,60.000004,3.180606
-1.4318634,1.1886473,3910,O.[Mg+2].[Mg+2].[Mg+2].[O-][Si]([O-])([O-])O.[O-][Si]([O-])([O-])O,10090,rodents,mus musculus,NOEC,REP,6.0,1.0,0.0,Is salt,mg/org,3+,Has metal,Not single-node,-1.4318634,1.1886473,-2.6205106,2.6205106,0.03699445,15.439999,417.35986
1.4494492,1.69897,11987,CNC(=O)Oc1cccc2ccccc12,10116,rodents,rattus norvegicus,NOEC,PHY,1.0,0.0,0.0,Not salt,mg/kg bw/d,1,No metal,Not single-node,1.4494492,1.69897,-0.24952078,0.24952078,28.148106,49.999996,1.7763183
-0.28926638,-0.9774243,27382,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3055,algae,chlamydomonas reinhardtii,EC50,POP,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-0.28926638,-0.9774243,0.6881579,0.6881579,0.51372844,0.10533573,4.877058
1.9787365,2.20412,57682,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12.Cl,10090,rodents,mus musculus,EC50,MOR,2.0,0.0,0.0,Is salt,mg/kg,2,No metal,Not single-node,1.9787365,2.20412,-0.2253834,0.2253834,95.22183,159.99997,1.6802866
2.5897722,3.4771214,47740,CCO,10116,rodents,rattus norvegicus,LOEC,ITX,1.0,0.0,0.0,Not salt,mg/kg,1,No metal,Not single-node,2.5897722,3.4771214,-0.8873491,0.8873491,388.84116,3000.0007,7.7152348
1.3945647,1.447158,53142,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,9986,other mammals,Oryctolagus cuniculus,EC50,BEH,1.0,0.0,0.0,Not salt,mg/kg,1,No metal,Not single-node,1.3945647,1.447158,-0.05259323,0.05259323,24.806458,27.999996,1.1287382
-3.2802253,-2.047692,62862,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,7460,insects,apis mellifera,EC50,MOR,1.0,0.0,0.0,Not salt,mg/org,1,No metal,Not single-node,-3.2802253,-2.047692,-1.2325332,1.2325332,0.00052453525,0.008959998,17.081785
-3.1788774,-2.856985,27100,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,64185,fish,oncorhynchus gilae ssp. apache,EC50,MOR,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-3.1788774,-2.856985,-0.32189226,0.32189226,0.00066240353,0.0013900003,2.0984192
0.50200087,-1.60206,22596,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7955,fish,danio rerio,LOEC,BEH,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,0.50200087,-1.60206,2.104061,2.104061,3.1768804,0.025000002,127.0752
1.8642246,1.30103,49984,CC(C)c1nn(C(=O)NC(C)(C)C)c(=O)n1N,9986,other mammals,oryctolagus cuniculus,LOEC,GRO,1.0,0.0,0.0,Not salt,mg/kg bw/d,1,No metal,Not single-node,1.8642246,1.30103,0.5631945,0.5631945,73.15172,20.000002,3.6575856
2.8379707,2.683947,42280,Nc1ccc(Cc2ccc(N)cc2)cc1,10116,rodents,Rattus norvegicus,EC50,MOR,1.0,0.0,0.0,Not salt,mg/kg bw,1,No metal,Not single-node,2.8379707,2.683947,0.15402365,0.15402365,688.6059,482.99994,1.4256853
2.7789044,1.748188,23451,[C-]#N.[Na+],10116,rodents,Rattus norvegicus,EC50,MOR,2.0,1.0,0.0,Is salt,mg/kg bw,2,Has metal,Not single-node,2.7789044,1.748188,1.0307164,1.0307164,601.04144,56.0,10.7328825
1.8908603,3.30103,24650,S=C([S-])NCCNC(=S)[S-].[Mn+2],10116,rodents,rattus norvegicus,LOEC,MOR,2.0,1.0,0.0,Is salt,mg/kg,2,Has metal,Not single-node,1.8908603,3.30103,-1.4101696,1.4101696,77.77863,1999.9996,25.713999
-0.41979995,-2.552842,62124,CC(=O)[O-].CC(=O)[O-].[Co+2],35525,crustaceans,daphnia magna,NOEC,REP,3.0,1.0,0.0,Is salt,mg/L,3+,Has metal,Not single-node,-0.41979995,-2.552842,2.1330419,2.1330419,0.38036457,0.0028000004,135.84447
0.9192968,1.09691,7755,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],8404,amphibians,lithobates pipiens,LOEC,MOR,2.0,1.0,0.0,Is salt,mg/L,2,Has metal,Not single-node,0.9192968,1.09691,-0.1776132,0.1776132,8.304181,12.5,1.5052658
1.5337527,4.0,11555,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],5022,fungi,leptosphaeria maculans,LOEC,REP,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,1.5337527,4.0,-2.4662473,2.4662473,34.178474,10000.0,292.58182
-4.409176,-4.80618,44910,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2cc(NC=O)ccc2C(=O)N(C)C)n1,176275,fungi,beauveria bassiana,NOEC,POP,1.0,0.0,0.0,Not salt,kg/m2,1,No metal,Not single-node,-4.409176,-4.80618,0.39700413,0.39700413,3.897841e-05,1.5624999e-05,2.4946184
2.3609827,0.8088859,46445,[C-]#N.[Na+],10116,rodents,Rattus norvegicus,EC50,MOR,2.0,1.0,0.0,Is salt,mg/kg,2,Has metal,Not single-node,2.3609827,0.8088859,1.5520968,1.5520968,229.6057,6.44,35.653057
0.62979835,2.69897,33603,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,7957,fish,carassius auratus,NOEC,MPH,1.0,0.0,0.0,Not salt,mg/kg bw,1,No metal,Not single-node,0.62979835,2.69897,-2.0691717,2.0691717,4.263815,500.0001,117.2659
-0.6044627,-1.1674911,29384,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,104105,algae,scenedesmus subspicatus,EC50,POP,1.0,0.0,0.0,Not salt,mg/L,1,No metal,Not single-node,-0.6044627,-1.1674911,0.5630284,0.5630284,0.24862072,0.067999996,3.6561873
0.24730155,0.65224636,63502,CCO,10090,rodents,mus musculus,LOEC,DVP,1.0,0.0,0.0,Not salt,%,1,No metal,Not single-node,0.24730155,0.65224636,-0.4049448,0.4049448,1.7672645,4.4900002,2.54065
